order,date,time,url,visitCount
117,11/2/2020,17:51:15,https://www.britannica.com/science/integration-mathematics,2
118,11/2/2020,17:51:01,https://www.britannica.com/science/differentiation-mathematics,1
119,11/2/2020,17:50:48,https://www.google.com/search?q=industrial+engineering&oq=industrial&aqs=chrome.2.69i57j0i433l2j0l2j0i433l3.4909j0j7&sourceid=chrome&ie=UTF-8,1
120,11/2/2020,17:17:08,https://www.geeksforgeeks.org/python-set-3-strings-lists-tuples-iterations/?ref=lbp,3
121,11/2/2020,17:17:02,https://www.w3schools.com/python/python_classes.asp,3
122,11/2/2020,17:16:59,https://www.google.com/search?ei=XYCfX-XtC9KFyAPama2oCw&q=use+of+csv+file+IN+PYTHON+WE+SHOULD+DO+IT+IN+ML&oq=use+of+csv+file+IN+PYTHON+WE+SHOULD+DO+IT+IN+ML&gs_lcp=CgZwc3ktYWIQAzIFCCEQoAEyBQghEKABMgUIIRCgAToECAAQRzoFCAAQyQM6AggAOgYIABAWEB46CQgAEMkDEBYQHjoICCEQFhAdEB46BAghEBVQnQtY03ZgwoEBaABwAngAgAHNAYgBxB6SAQYzLjI4LjGYAQCgAQGqAQdnd3Mtd2l6yAEIwAEB&sclient=psy-ab&ved=0ahUKEwilkLjj-OLsAhXSAnIKHdpMC7UQ4dUDCA0&uact=5,2
123,11/2/2020,16:06:36,https://www.w3schools.com/python/python_classes.asp,3
124,11/2/2020,12:34:09,https://en.wikipedia.org/wiki/Linear_separability,1
125,11/2/2020,12:33:23,https://www.google.com/search?ei=T6-fX7D1BpnZz7sPnpCTsAc&q=big+data+analytics+in+augmented+reality+IEEE+PAPER&oq=big+data+analytics+in+augmented+reality+IEEE+PAPER&gs_lcp=CgZwc3ktYWIQAzIFCCEQoAE6BAgAEEc6CAghEBYQHRAeOgcIIRAKEKABUJZbWN6AAWDVhgFoAHABeACAAZIBiAGBC5IBBDAuMTGYAQCgAQGqAQdnd3Mtd2l6yAEIwAEB&sclient=psy-ab&ved=0ahUKEwjw2IPGpePsAhWZ7HMBHR7IBHYQ4dUDCA0&uact=5,3
126,11/2/2020,12:32:54,https://ieeexplore.ieee.org/document/9071328,2
127,11/2/2020,12:32:50,https://ieeexplore.ieee.org/document/9071328,2
128,11/2/2020,12:32:46,https://www.google.com/search?ei=T6-fX7D1BpnZz7sPnpCTsAc&q=big+data+analytics+in+augmented+reality+IEEE+PAPER&oq=big+data+analytics+in+augmented+reality+IEEE+PAPER&gs_lcp=CgZwc3ktYWIQAzIFCCEQoAE6BAgAEEc6CAghEBYQHRAeOgcIIRAKEKABUJZbWN6AAWDVhgFoAHABeACAAZIBiAGBC5IBBDAuMTGYAQCgAQGqAQdnd3Mtd2l6yAEIwAEB&sclient=psy-ab&ved=0ahUKEwjw2IPGpePsAhWZ7HMBHR7IBHYQ4dUDCA0&uact=5,3
129,11/2/2020,12:32:44,https://www.google.com/search?ei=T6-fX7D1BpnZz7sPnpCTsAc&q=big+data+analytics+in+augmented+reality+IEEE+PAPER&oq=big+data+analytics+in+augmented+reality+IEEE+PAPER&gs_lcp=CgZwc3ktYWIQAzIFCCEQoAE6BAgAEEc6CAghEBYQHRAeOgcIIRAKEKABUJZbWN6AAWDVhgFoAHABeACAAZIBiAGBC5IBBDAuMTGYAQCgAQGqAQdnd3Mtd2l6yAEIwAEB&sclient=psy-ab&ved=0ahUKEwjw2IPGpePsAhWZ7HMBHR7IBHYQ4dUDCA0&uact=5,3
130,11/2/2020,12:32:27,https://www.google.com/search?ei=KK-fX9GFHrX6z7sPuvqdiA8&q=big+data+analytics+in+ogmental+reality&oq=big+data+analytics+in+OGMENTAL+RE&gs_lcp=CgZwc3ktYWIQARgAMgcIIRAKEKABOgQIABBHOgcIABDJAxBDOgIIADoJCAAQyQMQFhAeOgYIABAWEB46BQgAEMkDOggIIRAWEB0QHjoFCCEQoAE6CwgAEMkDEA0QBRAeOgQIIRAVUL87WKGOAmCenwJoAnACeACAAa0BiAGoD5IBBDAuMTSYAQCgAQGqAQdnd3Mtd2l6yAEIwAEB&sclient=psy-ab,2
131,11/2/2020,12:32:25,https://www.google.com/search?ei=KK-fX9GFHrX6z7sPuvqdiA8&q=big+data+analytics+in+ogmental+reality&oq=big+data+analytics+in+OGMENTAL+RE&gs_lcp=CgZwc3ktYWIQARgAMgcIIRAKEKABOgQIABBHOgcIABDJAxBDOgIIADoJCAAQyQMQFhAeOgYIABAWEB46BQgAEMkDOggIIRAWEB0QHjoFCCEQoAE6CwgAEMkDEA0QBRAeOgQIIRAVUL87WKGOAmCenwJoAnACeACAAa0BiAGoD5IBBDAuMTSYAQCgAQGqAQdnd3Mtd2l6yAEIwAEB&sclient=psy-ab,2
132,11/2/2020,12:31:47,https://www.google.com/search?ei=AX-fX7PuHYWa4-EPvt6U4AM&q=big+data+analytics+in+cloud+computing&oq=big+data+analytics+IN+&gs_lcp=CgZwc3ktYWIQARgJMgUIABDJAzICCAAyAggAMgIIADICCAAyAggAMgIIADICCAAyAggAMgIIADoECAAQRzoHCAAQyQMQQ1D7TFiBngFg3N4BaABwBHgAgAFqiAGcA5IBAzAuNJgBAKABAaoBB2d3cy13aXrIAQjAAQE&sclient=psy-ab,2
133,11/2/2020,12:31:46,https://www.google.com/search?ei=AX-fX7PuHYWa4-EPvt6U4AM&q=big+data+analytics+in+cloud+computing&oq=big+data+analytics+IN+&gs_lcp=CgZwc3ktYWIQARgJMgUIABDJAzICCAAyAggAMgIIADICCAAyAggAMgIIADICCAAyAggAMgIIADoECAAQRzoHCAAQyQMQQ1D7TFiBngFg3N4BaABwBHgAgAFqiAGcA5IBAzAuNJgBAKABAaoBB2d3cy13aXrIAQjAAQE&sclient=psy-ab,2
134,11/2/2020,12:31:14,https://www.google.com/search?ei=-X6fX8anOciE4-EPp_aXiA8&q=big+data+analytics+software+development&oq=big+data+analytics+software+DE&gs_lcp=CgZwc3ktYWIQARgAMgkIABDJAxAWEB46BAgAEEc6BQgAEMkDOgIIADoGCAAQFhAeOggIIRAWEB0QHlDtHVilJmCbLmgAcAN4AIABnQGIAf0CkgEDMC4zmAEAoAEBqgEHZ3dzLXdpesgBCMABAQ&sclient=psy-ab,2
135,11/2/2020,12:30:18,https://www.britannica.com/science/integration-mathematics,2
136,11/2/2020,12:30:05,https://www.britannica.com/science/integration-mathematics,2
137,11/2/2020,12:30:00,"https://www.britannica.com/science/integration-mathematics#:~:text=Integration%2C%20in%20mathematics%2C%20technique%20of,indefinite%20integral%20of%20the%20function.",1
138,11/2/2020,12:29:07,https://www.google.com/search?ei=ga6fX-GyE8Dgz7sPmaCU0AU&q=what+is+meant+by+INTEGRATION+in+maths&oq=what+is+meant+by+INTEGRATION+in+maths&gs_lcp=CgZwc3ktYWIQAzICCAA6BAgAEEdQ_BdY_Bdg6R1oAHACeACAAZUCiAGVApIBAzItMZgBAKABAaoBB2d3cy13aXrIAQjAAQE&sclient=psy-ab&ved=0ahUKEwih9_LjpOPsAhVA8HMBHRkQBVoQ4dUDCA0&uact=5,2
139,11/2/2020,12:29:06,https://www.google.com/search?ei=ga6fX-GyE8Dgz7sPmaCU0AU&q=what+is+meant+by+INTEGRATION+in+maths&oq=what+is+meant+by+INTEGRATION+in+maths&gs_lcp=CgZwc3ktYWIQAzICCAA6BAgAEEdQ_BdY_Bdg6R1oAHACeACAAZUCiAGVApIBAzItMZgBAKABAaoBB2d3cy13aXrIAQjAAQE&sclient=psy-ab&ved=0ahUKEwih9_LjpOPsAhVA8HMBHRkQBVoQ4dUDCA0&uact=5,2
140,11/2/2020,12:29:01,https://www.google.com/search?ei=Wa6fX-ekPJHTz7sPv6StgAc&q=what+is+meant+by+INTEGRATIONin+maths&oq=what+is+meant+by+INTEGRATIONin+maths&gs_lcp=CgZwc3ktYWIQAzIECAAQDToECAAQRzoCCAA6BggAEAcQHjoICAAQBxAKEB46CAgAEAgQBxAeUIj9AVicpAJgxqcCaABwAngAgAGaA4gBlxOSAQkwLjguMS4yLjGYAQCgAQGqAQdnd3Mtd2l6yAEIwAEB&sclient=psy-ab&ved=0ahUKEwintZLRpOPsAhWR6XMBHT9SC3AQ4dUDCA0&uact=5,2
141,11/2/2020,12:28:59,https://www.google.com/search?ei=Wa6fX-ekPJHTz7sPv6StgAc&q=what+is+meant+by+INTEGRATIONin+maths&oq=what+is+meant+by+INTEGRATIONin+maths&gs_lcp=CgZwc3ktYWIQAzIECAAQDToECAAQRzoCCAA6BggAEAcQHjoICAAQBxAKEB46CAgAEAgQBxAeUIj9AVicpAJgxqcCaABwAngAgAGaA4gBlxOSAQkwLjguMS4yLjGYAQCgAQGqAQdnd3Mtd2l6yAEIwAEB&sclient=psy-ab&ved=0ahUKEwintZLRpOPsAhWR6XMBHT9SC3AQ4dUDCA0&uact=5,2
142,11/2/2020,12:28:54,https://www.britannica.com/science/differentiation-mathematics,1
143,11/2/2020,12:28:50,"https://www.britannica.com/science/differentiation-mathematics#:~:text=Differentiation%2C%20in%20mathematics%2C%20process%20of,of%20change%2C%20of%20a%20function.",1
144,11/2/2020,12:28:21,https://www.google.com/search?ei=Ua6fX-eLFbPC3LUP0vuMkA4&q=what+is+meant+by+differentiation+in+maths&oq=what+is+mean+by+differentiation+IN&gs_lcp=CgZwc3ktYWIQARgBMgcIABDJAxAKMgQIABAKMgQIABAKMgQIABAKMgQIABAKMgQIABAKMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB46BAgAEEc6CAgAEBYQChAeUMgfWNUoYLYuaABwAngAgAF9iAHfApIBAzAuM5gBAKABAaoBB2d3cy13aXrIAQjAAQE&sclient=psy-ab,2
145,11/2/2020,12:28:20,https://www.google.com/search?ei=Ua6fX-eLFbPC3LUP0vuMkA4&q=what+is+meant+by+differentiation+in+maths&oq=what+is+mean+by+differentiation+IN&gs_lcp=CgZwc3ktYWIQARgBMgcIABDJAxAKMgQIABAKMgQIABAKMgQIABAKMgQIABAKMgQIABAKMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMgYIABAWEB46BAgAEEc6CAgAEBYQChAeUMgfWNUoYLYuaABwAngAgAF9iAHfApIBAzAuM5gBAKABAaoBB2d3cy13aXrIAQjAAQE&sclient=psy-ab,2
146,11/2/2020,12:28:11,https://www.google.com/search?q=what+is+mean+by+differentiation&oq=WHAT+IS+MEAN++BY++DIFFERN&aqs=chrome.1.69i57j0i13i457j0i13l2j0i10i13l4.17039j0j7&sourceid=chrome&ie=UTF-8,1
147,11/2/2020,10:55:03,https://www.w3schools.com/python/python_classes.asp,3
148,11/2/2020,10:54:59,https://www.w3schools.com/python/python_inheritance.asp,1
149,11/2/2020,10:52:12,https://www.w3schools.com/python/python_classes.asp,3
150,11/2/2020,10:51:35,https://www.w3schools.com/python/python_conditions.asp,1
151,11/2/2020,10:51:01,https://www.geeksforgeeks.org/python-set-3-strings-lists-tuples-iterations/?ref=lbp,3
152,11/2/2020,10:50:27,https://www.w3schools.com/python/python_intro.asp,1
153,11/2/2020,10:50:18,https://www.google.com/search?q=PYTHON&oq=PYTHON&aqs=chrome..69i57j0j0i433j46i433j0i433j69i65l3.3438j0j7&sourceid=chrome&ie=UTF-8,1
154,11/2/2020,10:36:57,https://en.wikipedia.org/wiki/Linear_separability,1
155,11/2/2020,10:36:30,https://www.google.com/search?q=linear+separability&oq=LINEAR+SEPAR&aqs=chrome.0.0i457j0l3j69i57j0l3.15799j0j7&sourceid=chrome&ie=UTF-8,1
156,11/2/2020,9:12:27,https://www.google.com/search?ei=XYCfX-XtC9KFyAPama2oCw&q=use+of+csv+file+IN+PYTHON+WE+SHOULD+DO+IT+IN+ML&oq=use+of+csv+file+IN+PYTHON+WE+SHOULD+DO+IT+IN+ML&gs_lcp=CgZwc3ktYWIQAzIFCCEQoAEyBQghEKABMgUIIRCgAToECAAQRzoFCAAQyQM6AggAOgYIABAWEB46CQgAEMkDEBYQHjoICCEQFhAdEB46BAghEBVQnQtY03ZgwoEBaABwAngAgAHNAYgBxB6SAQYzLjI4LjGYAQCgAQGqAQdnd3Mtd2l6yAEIwAEB&sclient=psy-ab&ved=0ahUKEwilkLjj-OLsAhXSAnIKHdpMC7UQ4dUDCA0&uact=5,2
157,11/2/2020,9:12:26,https://www.google.com/search?ei=XYCfX-XtC9KFyAPama2oCw&q=use+of+csv+file+IN+PYTHON+WE+SHOULD+DO+IT+IN+ML&oq=use+of+csv+file+IN+PYTHON+WE+SHOULD+DO+IT+IN+ML&gs_lcp=CgZwc3ktYWIQAzIFCCEQoAEyBQghEKABMgUIIRCgAToECAAQRzoFCAAQyQM6AggAOgYIABAWEB46CQgAEMkDEBYQHjoICCEQFhAdEB46BAghEBVQnQtY03ZgwoEBaABwAngAgAHNAYgBxB6SAQYzLjI4LjGYAQCgAQGqAQdnd3Mtd2l6yAEIwAEB&sclient=psy-ab&ved=0ahUKEwilkLjj-OLsAhXSAnIKHdpMC7UQ4dUDCA0&uact=5,2
158,11/2/2020,9:12:07,https://www.google.com/search?q=use+of+csv+file&oq=USE+OF+CS&aqs=chrome.1.69i57j0i457j0l6.5710j0j7&sourceid=chrome&ie=UTF-8,1
159,11/2/2020,9:06:20,https://www.google.com/search?ei=-X6fX8anOciE4-EPp_aXiA8&q=big+data+analytics+software+development&oq=big+data+analytics+software+DE&gs_lcp=CgZwc3ktYWIQARgAMgkIABDJAxAWEB46BAgAEEc6BQgAEMkDOgIIADoGCAAQFhAeOggIIRAWEB0QHlDtHVilJmCbLmgAcAN4AIABnQGIAf0CkgEDMC4zmAEAoAEBqgEHZ3dzLXdpesgBCMABAQ&sclient=psy-ab,2
160,11/2/2020,9:06:19,https://www.google.com/search?ei=-X6fX8anOciE4-EPp_aXiA8&q=big+data+analytics+software+development&oq=big+data+analytics+software+DE&gs_lcp=CgZwc3ktYWIQARgAMgkIABDJAxAWEB46BAgAEEc6BQgAEMkDOgIIADoGCAAQFhAeOggIIRAWEB0QHlDtHVilJmCbLmgAcAN4AIABnQGIAf0CkgEDMC4zmAEAoAEBqgEHZ3dzLXdpesgBCMABAQ&sclient=psy-ab,2
161,11/2/2020,9:06:13,https://www.google.com/search?ei=7H6fX-OtOpOF4-EPpuewyAI&q=big+data+analytics+software&oq=big+data+analytics+&gs_lcp=CgZwc3ktYWIQARgFMgcIABDJAxBDMgQIABBDMgQIABBDMgQIABBDMgQIABBDMgQIABBDMgIIADIECAAQQzICCAAyBAgAEEM6BAgAEEdQ7TZY7TZgqk5oAHACeACAAWOIAWOSAQExmAEAoAEBqgEHZ3dzLXdpesgBCMABAQ&sclient=psy-ab,2
162,11/2/2020,9:06:12,https://www.google.com/search?ei=7H6fX-OtOpOF4-EPpuewyAI&q=big+data+analytics+software&oq=big+data+analytics+&gs_lcp=CgZwc3ktYWIQARgFMgcIABDJAxBDMgQIABBDMgQIABBDMgQIABBDMgQIABBDMgQIABBDMgIIADIECAAQQzICCAAyBAgAEEM6BAgAEEdQ7TZY7TZgqk5oAHACeACAAWOIAWOSAQExmAEAoAEBqgEHZ3dzLXdpesgBCMABAQ&sclient=psy-ab,2
163,11/2/2020,9:05:59,https://www.google.com/search?q=big+data+analytics&oq=BIG+DATA&aqs=chrome.1.0i433i457j0i433l2j0l3j0i433j0.17437j0j7&sourceid=chrome&ie=UTF-8,1
164,11/2/2020,8:42:16,https://chrome.google.com/webstore/search/EXPORT%20CHROME%20HISTORY?utm_source=chrome-ntp-icon,1
165,11/2/2020,8:42:04,https://chrome.google.com/webstore/search/EXPORT%20GOOGLE%20HISTORY?utm_source=chrome-ntp-icon,2
166,11/2/2020,8:42:00,https://chrome.google.com/webstore/detail/export-history/hcohnnbbiggngobheobhdipbgmcbelhh?utm_source=chrome-ntp-icon,1
167,11/2/2020,8:41:57,https://chrome.google.com/webstore/search/EXPORT%20GOOGLE%20HISTORY?utm_source=chrome-ntp-icon,2
168,11/2/2020,8:41:22,https://chrome.google.com/webstore/category/extensions?utm_source=chrome-ntp-icon,1
169,11/2/2020,8:41:21,https://chrome.google.com/webstore?utm_source=chrome-ntp-icon,1
